title,genres,poster,description,rating,release
Badhaai Do,Comedy|Drama  ,https://upload.wikimedia.org/wikipedia/en/9/99/Badhaai_Do_film_poster.jpg,A gay policeman and a lesbian P.E. teacher enter a lavender marriage to appease their parents  but their arrangement is threatened when the woman's girlfriend moves in.,6.6,11-02-2022
Dhaakad,Action|Thriller  ,https://upload.wikimedia.org/wikipedia/en/5/53/Dhaakad_poster.jpg,A highly-trained field agent is on a mission to gather intelligence about a human trafficking ring  but she soon finds herself on a vengeful rampage.,4.4,20-05-2022
Chhatriwali,Comedy|Drama  ,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Chhatriwali.jpg/375px-Chhatriwali.jpg,"A small-town woman  in need of a job, becomes a condom tester, a secret she must hide from her conservative family and community.",6.2,20-01-2023
Yaariyan 2,Romance|Comedy|Drama  ,https://upload.wikimedia.org/wikipedia/en/1/17/Yaariyan_2_poster.jpg,The story follows the intertwined lives and relationships of three cousins as they navigate love  heartbreak,5.2,20-10-2023
Sam Bahadur,Biography|War|Drama  ,https://upload.wikimedia.org/wikipedia/en/5/58/Sam_Bahadur_film_poster.jpg,A biographical war drama on the life of Sam Manekshaw  who was the Chief of the Army Staff of the Indian Army during the Indo-Pakistani War of 1971.,8.2,01-12-2023
Dungeons & Dragons: Honor Among Thieves,Fantasy|Adventure|Action  ,https://upload.wikimedia.org/wikipedia/en/0/03/Theatrical_poster_for_Dungeons_and_Dragons%2C_Honor_Among_Thieves.jpg,A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic  but things go dangerously awry.,7,31-03-2023
Srikanth,Biography|Drama  ,https://upload.wikimedia.org/wikipedia/en/8/88/Srikanth_film_poster.jpg,A biographical film on the life of Srikanth Bolla  a visually impaired industrialist who founded Bollant Industries.,8,10-05-2024
The Equalizer 3,Action|Thriller|Crime  ,https://upload.wikimedia.org/wikipedia/en/e/e1/The_Equalizer_3_poster.jpg,Now living in Southern Italy  a retired government assassin finds his new peaceful life disrupted by the local mafia,6.9,01-09-2023
Barbie,Comedy|Fantasy|Adventure  ,https://upload.wikimedia.org/wikipedia/en/0/0b/Barbie_2023_poster.jpg,A doll living in the utopian 'Barbieland' must travel to the human world to understand her true purpose after she starts to experience an existential crisis. ,7.1,21-07-2023
The Marvels,Action|Adventure|Sci-Fi  ,https://upload.wikimedia.org/wikipedia/en/7/7a/The_Marvels_poster.jpg,"Captain Marvel  Monica Rambeau, and Ms. Marvel team up when their light-based powers become entangled, forcing them to work together to save the universe.",5.5,10-11-2023
Mili,Thriller|Drama  ,https://upload.wikimedia.org/wikipedia/en/4/46/Mili_2022_poster.jpg,A young woman gets trapped in a walk-in freezer and must fight to survive before time runs out. ,6.6,04-11-2022
Govinda Naam Mera,Comedy|Crime  ,https://upload.wikimedia.org/wikipedia/en/c/cd/Govinda_Naam_Mera_poster.jpg,"A charming but unlucky background dancer juggles his unfaithful wife  his demanding girlfriend,and a murder investigation he's embroiled in.",5.8,16-12-2022
Bad Newz,Comedy  ,https://upload.wikimedia.org/wikipedia/en/f/f7/Bad_Newz_poster.jpg,Two couples with the same surname get their sperm samples exchanged at an IVF clinic  leading to a series of comedic blunders and confusion.,6.8,19-07-2024
The Little Mermaid,Fantasy|Musical|Romance  ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Edmund_Dulac_-_The_Mermaid_-_The_Prince.jpg/500px-Edmund_Dulac_-_The_Mermaid_-_The_Prince.jpg,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and win a prince. ,5.6,26-05-2023
Deva,Action|Thriller  ,https://upload.wikimedia.org/wikipedia/en/8/8d/Deva_2025_film_poster.jpg,An honorable man from a humble background becomes a powerful and feared figure  navigating the worlds of crime and politics.,6.7,25-12-2024
Cirkus,Comedy|Drama  ,https://upload.wikimedia.org/wikipedia/en/a/ab/Cirkus_film_poster.jpg,The story of two sets of identical twins separated at birth  whose lives intertwine in a comedy of errors when they end up in the same city.,4,23-12-2022
Laapataa Ladies,Comedy|Drama  ,https://upload.wikimedia.org/wikipedia/en/5/52/Laapataa_Ladies_poster.jpg,The story of two young brides who get separated from their husbands on a train  and the subsequent journey of self-discovery they embark on.,8,01-03-2024
Aankh Micholi,Comedy  ,https://upload.wikimedia.org/wikipedia/en/4/41/Aankh_Micholi_film_poster.jpg,A comedy of errors ensues when a family of misfits tries to get their daughter married to an NRI  all while trying to hide their dysfunctional reality.,6.8,03-11-2023
Sarfira,Drama  ,https://upload.wikimedia.org/wikipedia/en/f/f4/Sarfira_film_poster.jpg,"A biographical film about G. R. Gopinath  the founder of the low-cost airline Air Deccan,and his vision to make air travel affordable for the common man.",7.2,12-07-2024
Joram,Thriller|Drama  ,https://upload.wikimedia.org/wikipedia/en/7/7b/Joram_film_poster.jpg,A desperate man returns to his remote village to find his missing wife  leading him on a thrilling journey through a landscape of social and political turmoil.,7,08-12-2023
The Vaccine War,Drama|History  ,https://upload.wikimedia.org/wikipedia/en/b/ba/The_Vaccine_War.jpg,"A film based on the true story of the development of Covaxin  India's indigenous COVID-19 vaccine,during the global pandemic.",7.8,28-09-2023
Singham Again,Action|Crime|Drama  ,https://upload.wikimedia.org/wikipedia/en/0/04/Singham_Again_poster.jpg,The third installment of the cop-universe film series  where the righteous police officer Bajirao Singham returns to face a new formidable enemy.,6,01-11-2024
Thank God,Fantasy|Comedy  ,https://upload.wikimedia.org/wikipedia/en/6/65/Thank_God_film_poster.jpg,A real estate broker full of debt dies in an accident and is offered a 'Game of Life' by the gods to decide his fate in heaven or hell. ,5.8,25-10-2022
The Gray Man,Action|Thriller  ,https://upload.wikimedia.org/wikipedia/en/5/59/The_Gray_Man_poster.png,"A CIA operative  whose true identity is unknown,uncovers dark agency secrets and becomes a target of a psychopathic former colleague who puts a bounty on his head.",6.5,15-07-2022
Fighter,Action|Adventure  ,https://upload.wikimedia.org/wikipedia/en/d/df/Fighter_film_teaser.jpg,A top Indian Air Force pilot leads his elite team in a deadly mission against a new and imminent threat to the country. ,6.5,25-01-2024
Merry Christmas,Thriller|Mystery  ,https://upload.wikimedia.org/wikipedia/en/b/b0/Merry_Christmas_film_poster.jpg,Two strangers decide to spend Christmas Eve together after a chance meeting  but the night takes an unexpected and mysterious turn.,6.6,12-01-2024
Lust Stories 2,Anthology|Drama|Romance  ,https://upload.wikimedia.org/wikipedia/en/d/d2/Lust_Stories_2.jpg,"An anthology of four short film segments that explore the complexities of lust  desire, and relationships in modern India.",5.9,29-06-2023
Avatar: The Way of Water,Sci-Fi|Action|Adventure  ,https://upload.wikimedia.org/wikipedia/en/5/54/Avatar_The_Way_of_Water_poster.jpg,Jake Sully and Ney'tiri have formed a family and are doing everything to stay together. However  they must leave their home and explore the regions of Pandora.,7.8,16-12-2022
Kalki 2898 AD,Sci-Fi|Action|Mythology  ,https://upload.wikimedia.org/wikipedia/en/4/4c/Kalki_2898_AD.jpg,In a post-apocalyptic world  a modern-day avatar of the Hindu god Vishnu is prophesied to descend to Earth to protect the world from evil forces.,8.3,27-06-2024
Oppenheimer,Biography|Drama|History  ,https://upload.wikimedia.org/wikipedia/en/4/4a/Oppenheimer_%28film%29.jpg,The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb during World War II. ,8.6,21-07-2023
The Batman,Action|Crime|Drama  ,https://upload.wikimedia.org/wikipedia/en/f/ff/The_Batman_%28film%29_poster.jpg,In his second year of fighting crime  Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.,8.1,04-03-2022
Cutputlii,Crime|Thriller  ,https://upload.wikimedia.org/wikipedia/en/7/76/Cuttputlli_film.jpeg,An undercover police officer is on a mission to track down and eliminate a notorious serial killer in the city of Kasauli. ,5.7,02-09-2022
Teri Baaton Mein Aisa Uljha Jiya,Sci-Fi|Romance|Comedy  ,https://upload.wikimedia.org/wikipedia/en/a/a8/Teri_Baaton_Mein_Aisa_Uljha_Jiya_film_poster.jpg,A young robotics engineer falls in love with a highly intelligent female robot  leading to a comedic and emotional tale of a man versus machine relationship.,6.8,09-02-2024
John Wick: Chapter 4,Action|Thriller|Crime  ,https://upload.wikimedia.org/wikipedia/en/d/d0/John_Wick_-_Chapter_4_promotional_poster.jpg,A legendary hitman uncovers a path to defeating the High Table. But before he can earn his freedom  he must face off against a new enemy with powerful alliances.,7.2,24-03-2023
Bhediya,Horror|Comedy  ,https://upload.wikimedia.org/wikipedia/en/2/29/Bhediya_film_poster.jpg,"A man gets bitten by a mythical wolf  and while he transforms into a shape-shifting werewolf, he and his friends search for a cure.",7.1,25-11-2022
Chhorii,Horror  ,https://upload.wikimedia.org/wikipedia/en/7/7a/Chhorii_poster.jpg,A pregnant woman is forced to protect herself and her unborn child from vengeful spirits and dark secrets in a remote village. ,6.3,26-11-2021
The Matrix Resurrections,Sci-Fi|Action  ,https://upload.wikimedia.org/wikipedia/en/5/50/The_Matrix_Resurrections.jpg,"Neo is living a normal life under his original identity  but when a new version of Morpheus offers him the red pill, he reawakens to the world of the Matrix.",6.3,22-12-2021
Thor: Love and Thunder,Action|Adventure|Comedy  ,https://upload.wikimedia.org/wikipedia/en/8/88/Thor_Love_and_Thunder_poster.jpeg,The God of Thunder enlists the help of his allies to defeat a galactic killer known as Gorr the God Butcher  who seeks the extinction of all gods.,6.6,07-07-2022
